"WaterYear","Month","T0","T1","T3","T5"
1,10,18037.2735557784,7800.6465384716,7357.26486293389,6981.84098637717
1,11,10540.1920006302,8453.55556459342,8037.53121313393,7701.92139003282
1,12,9092.00559272533,8698.26775483379,8354.68820486199,8057.70160451549
1,1,7986.7324663048,7814.72872843351,10543.7344747286,6959.87309341702
1,2,90516.6643143008,81232.6724647129,112314.139714586,58631.7984472704
1,3,116753.523194217,116562.082860171,117677.017267742,165906.095841833
1,4,71381.126446264,66689.8859051615,63028.0088280485,54908.5261392613
1,5,38697.1160023747,37836.3891286465,28147.4178734866,21193.8332107467
1,6,35705.3945356261,30108.1585938949,9893.55834971875,8369.28101329259
1,7,14553.8868110021,13317.2918882888,6814.99942308549,6318.16456971173
1,8,11465.4289759096,10914.6206523773,6364.98739503197,5453.85300816314
1,9,11047.9013148485,10606.9602639297,5989.18695003276,5387.63305294303
2,10,13610.2166544131,13254.5472693911,8494.12016654134,6739.31860638459
2,11,12030.571704245,11721.2025220967,7544.81319889153,6016.2844988104
2,12,12345.0136840774,12082.3842726003,8522.17571564357,7395.56350995417
2,1,11569.6273391935,11246.5464527107,7230.01584911403,6024.89228454037
2,2,11665.6266690779,11397.5504273028,7880.96301837449,6676.16306781787
2,3,47370.8440463743,46750.8841099943,59191.7993034057,20789.4699625753
2,4,62556.4973241854,61372.7682367384,60931.2012542404,89704.0192087846
2,5,29216.4114591352,28649.081798678,22476.2740174605,25522.3326454199
2,6,10184.57918551,9803.05304961602,8253.8827170645,7903.39402190402
2,7,7132.86516249854,6669.1698492778,5688.24801402286,5002.58610529463
2,8,6874.07999901768,6392.54569964894,5506.08129473677,4703.11307475152
2,9,5946.72089455535,5518.66228117536,4757.82595268581,4141.22344240888
3,10,10274.9718554819,9931.88127777963,8223.61026988148,7694.10440268894
3,11,46669.9467395324,47222.2036251688,7961.93470706941,7429.63426400924
3,12,46376.3404168134,52298.3638570509,63606.9002811053,8341.28391305297
3,1,114666.132435786,131233.981853166,140322.012121935,98699.4395470914
3,2,121075.414454434,122229.225670356,203520.675767202,262359.4684582
3,3,105570.375903187,121895.727868872,179575.530919777,159671.549111343
3,4,63688.6381508553,49431.165721288,33392.6562349544,24933.6801095789
3,5,40425.460210989,27438.0648153341,19352.0203059499,13981.0592954548
3,6,15751.6166842324,10398.3362175331,8738.10284821107,6828.99300635953
3,7,20776.0643788578,7731.01581971034,6491.53434111462,4935.0900430597
3,8,12595.4031988704,7207.33054686402,6111.26008802732,4679.07439540714
3,9,11248.4387346353,6453.77285330487,5171.71829843547,3846.12233641281
4,10,13739.708048269,9168.87502403867,6914.74401211664,5061.0191743394
4,11,12352.6506972675,8641.16823349239,6625.80249319717,5371.34985086439
4,12,15731.1729196756,12343.4545665755,11176.7303576772,10509.9744277023
4,1,13573.3224731996,10297.1451221704,8976.90077928502,8189.4364078578
4,2,118411.551509175,109532.344080674,11111.9370191683,63684.0793703412
4,3,145390.227797314,148848.682984232,105280.635355875,168227.448526516
4,4,112564.687704526,110044.778380167,97346.9454253605,79906.0529141346
4,5,85370.586930931,71077.4451107752,65045.195158864,29836.5559136637
4,6,60986.3817478782,48456.0511381317,49952.4785951368,9958.14418042084
4,7,66485.9363036525,65602.2719592474,16964.6557648254,6614.39801366315
4,8,21334.2813253033,21124.3032001463,11726.3484471784,5944.62384999636
4,9,13325.2536651613,13043.0460910123,10517.0931380953,4820.35435070209
5,10,15707.8182449832,15034.5107997039,13463.3798128334,8169.03014194291
5,11,14187.9451659906,13947.1685120792,12935.4861688503,8885.62929432395
5,12,19008.464419568,17936.6572783786,45420.833826116,21192.8065682156
5,1,64454.1732354565,77792.0180598232,112204.025894055,132702.1070438
5,2,78924.3329776917,82865.3579966267,76689.95070509,72507.5411158828
5,3,62368.6174273037,63202.4409870989,54069.4101839223,51419.1444605344
5,4,117533.996555013,116167.107002418,133223.252006745,188005.383505278
5,5,66250.7243864688,50606.9853873088,34171.7948509616,30734.4417042326
5,6,42275.4458126085,23941.8053072483,11404.4271517193,10193.8915088415
5,7,34060.0604543274,20459.780633569,7895.29112034117,6637.70160574007
5,8,14975.9801180202,12648.6031851502,7109.94918196772,5935.4706392179
5,9,28920.002625429,12762.9165718863,6208.19759860168,5031.54076391368
6,10,43815.8544611808,40218.3516496024,9047.05006020544,7926.82047561057
6,11,17850.1904554661,17296.0261564851,8033.4016661675,7029.37518532034
6,12,13508.2317713706,13050.5089244948,7961.76570536488,7044.67806251918
6,1,12868.9998777711,12493.9202775835,8078.93297178072,7212.40056642534
6,2,11843.4214530929,26074.5774846283,13697.7466783544,6282.22480844266
6,3,21713.4753234367,23580.2878089991,25153.1700736548,6220.27036829
6,4,13493.9744691393,11782.6396995431,15057.5077320412,7158.42028194082
6,5,11663.5275977133,9757.62884217485,9590.29399423942,6937.17914791434
6,6,6340.42612047906,5712.06679053188,5425.12814744614,3342.87759582404
6,7,5291.60993627914,4901.65794920872,4749.10297901332,2950.90914842379
6,8,5384.14379762636,5016.72944812365,4057.26850639389,3067.14994977619
6,9,4849.82027043689,4485.88812827846,3657.98844364508,2000.86782625772
7,10,7186.62266927142,6874.72261539156,6102.56676933856,3364.88575831847
7,11,7224.14728111715,6949.0095703878,6233.44679443919,4576.6282441135
7,12,8519.91068384714,8231.51611958056,7557.35793918038,6220.5967907801
7,1,7471.60707353797,7145.6592707271,6372.35620210524,4890.46001411602
7,2,8288.40452971333,8094.72921778466,17717.4024634063,34591.5081742096
7,3,46082.320165925,69362.9215705912,116191.229642891,104212.833251185
7,4,127147.514328948,134965.875296503,137438.166699279,130895.611837244
7,5,63668.9710655573,44427.984322271,27390.709373022,25125.087932744
7,6,40789.5154381465,18921.2247922793,8535.08200027296,7006.5224073967
7,7,16275.2868055934,8280.8130717897,5205.28226029418,3782.47124814791
7,8,8246.81953415999,6472.01563850487,4684.22822161686,3276.67499977149
7,9,6250.04474842038,5411.42214291399,4025.90016793294,2862.82192799033
8,10,11400.7264267519,8307.96006314827,5744.47796486913,4289.70152691152
8,11,8695.44777719534,7593.70177602111,5432.00659151872,4204.05988915488
8,12,8374.69164190971,7815.96793643066,6112.18289596349,5005.12203754832
8,1,8236.67394093539,7759.07651068084,6081.47901005657,4944.63506256839
8,2,85016.0150601358,73117.921134754,23636.7891277613,6075.33203901039
8,3,57515.9573544737,61896.2692722825,61489.0497314615,3954.87314898931
8,4,104842.252487511,132136.944899391,147226.430363681,97152.1840966734
8,5,26991.2630630869,27255.0455922503,25980.8162852747,21299.8536597756
8,6,9179.62709406993,8944.43199360253,7755.0114857857,5642.89640154907
8,7,6016.87351091753,5773.06017767615,4610.22248771186,3209.21821827393
8,8,5668.04413703522,5369.47418883634,4146.15226557607,2705.24827831634
8,9,4812.27299753245,4528.14142712685,3560.457008776,2306.67254648359
9,10,7903.2370526152,6228.92790204774,5102.83713495317,2819.79343453186
9,11,9287.87675041547,8220.55691726147,7536.79144503961,6467.64078705377
9,12,7881.77628589358,6676.14956164461,5725.22254727345,4522.07011914898
9,1,8039.26545944207,6762.56715298801,5790.30708714783,4579.43837134795
9,2,58955.9647442078,41513.503052673,52419.3066633008,57240.7014698994
9,3,100013.527328627,91228.2348994006,125691.457367042,129102.281776602
9,4,126822.873364817,123085.151618577,151730.248909528,160132.787110677
9,5,45016.9061199048,40574.5708339118,31870.8693933194,26336.7451957703
9,6,47211.4814432374,20841.0066095154,9476.69803762877,7725.77279108913
9,7,15688.765229983,11287.3625495758,5633.53181578568,4178.93519686173
9,8,11000.5814752437,9796.02243078297,4955.74155719863,3572.20792226106
9,9,10035.8358138729,9126.69553018973,3942.38665727429,2765.31261822167
10,10,13549.3324797355,12759.8083549039,7850.71393475201,5697.2836429159
10,11,11691.2224990649,11027.1152497126,6779.71733920568,4783.35242019648
10,12,11494.0304213346,10948.7083966652,6828.09977658449,4991.69833972443
10,1,10898.2771749445,14095.2634910251,5774.57323628287,4002.6619905941
10,2,61982.7902700449,70719.2995633263,7117.0722639989,5763.08216716768
10,3,117420.314383585,111611.584121973,87279.6657983233,79168.950369968
10,4,146400.601848665,194350.267626496,252970.2790168,242481.344979896
10,5,32898.0078266919,34432.273097938,29535.6863318976,28320.6805768709
10,6,23508.0719924483,10364.4615219698,8428.1475018659,7230.9942910312
10,7,9031.31788227242,6682.5968547044,4842.22786011773,3645.21792072565
10,8,6721.09294117297,5950.56330348228,4231.34580182981,3134.45750293329
10,9,5355.85942578542,4799.80012863727,3415.72153836506,2502.60000234923
11,10,8289.86875520346,7870.34080987109,5132.78759657167,3706.48832170524
11,11,8534.50454722983,8187.84818143884,6592.34280305248,5822.74492805363
11,12,8145.10665528363,7766.89409902976,6054.50870086559,5031.76323657846
11,1,7635.29049565373,7147.41311604169,5394.47823451867,4386.58181495908
11,2,7429.28642678115,7016.37772925159,5258.10674038987,4176.1434358232
11,3,18501.9711246463,6347.44170877161,4751.92389596974,3413.27210440901
11,4,34691.0744864901,12334.2256251118,8645.5480167545,7675.4062624644
11,5,17685.4586155304,13168.2893467462,9045.09396970732,8006.08477771596
11,6,7554.92616642606,5861.10255424869,5085.91611609265,2812.02979955606
11,7,5531.93316523476,3995.97244288371,4074.33131022065,2139.82099493433
11,8,4938.79770785809,3986.47897639329,3088.8481584032,1993.81648686441
11,9,4209.47653937924,3524.52056436068,2521.51663742678,1614.03544183587
12,10,6080.1812294658,5424.07466561339,3588.4918409962,2016.0267935258
12,11,5504.5288000872,4961.29229294624,4009.00675179087,2262.88028840114
12,12,5810.98768668649,5315.29843040844,4371.94069811487,2926.11824945275
12,1,7419.5334261585,6924.14581962126,5726.99766353571,4336.86884407793
12,2,6706.11831680731,6294.0576393053,5248.75957476142,3897.76647452231
12,3,44079.1547767067,24469.1003360538,5333.4482346242,3846.35604765007
12,4,50022.5112990504,43188.9967066831,37410.9499697117,27124.8799161088
12,5,20232.3367632855,19129.1171880843,17129.8132439412,15078.4698629901
12,6,6924.6073454356,6037.24304770354,4645.16754341065,3413.94720609001
12,7,4626.71272008102,3843.53184078965,2742.19196691863,2270.28526673191
12,8,4641.8618206268,3890.84209659193,2824.15527224651,2039.62653542739
12,9,3935.70198493969,3367.16868659046,2475.61043272489,1724.17433783763
13,10,5940.08371682048,5333.11650270189,3882.8648920545,2125.9976731447
