"WaterYear","Month","T0","T1","T3","T5"
1,10,54393.0961759632,50204.9103302078,48689.2964926403,49128.1222443692
1,11,12876.7955601194,12791.1394333402,12725.7228591687,13803.29350729
1,12,13235.9194072771,14167.3247153084,12699.1108353808,17152.0269919783
1,1,20561.7363653632,20070.3023059913,13373.4953578949,22099.2146254063
1,2,18037.3456658479,17456.2694956218,16779.8974753152,16695.2874756862
1,3,13416.5001368149,13303.3108488721,13142.2446908871,13020.1905783202
1,4,90009.5536639986,43716.4628866054,25372.1557977054,25367.089730116
1,5,73620.7164337447,41338.7897926519,36897.0233161509,42204.6463930264
1,6,30016.6147648622,29712.8943387177,13172.0260952582,14314.429247628
1,7,19311.4492949004,16966.5355898541,15077.9195333007,14888.4288956449
1,8,35806.9900602046,35921.1659929792,32110.1186982439,29012.6498026056
1,9,21336.597232987,18411.635803802,17646.8851061098,17688.4149981289
2,10,55898.8226363484,50447.2670704825,49461.4343723302,48831.6860070939
2,11,13615.3131575874,16129.2617683145,18253.853228418,13689.0826015712
2,12,16079.5554378878,18324.1812756696,21271.2934832974,14392.5010796703
2,1,20105.9209648026,20750.3792457775,21556.0060058138,13206.1718381147
2,2,34622.9538292283,36637.1235188058,21163.3159092851,13752.4805510019
2,3,15524.3757229928,15449.1805431131,15249.5176182223,15176.9293085916
2,4,90923.0397696622,44578.9308386703,26123.5180952446,26096.4232534713
2,5,73535.4484137316,45237.1046341603,40823.4986160596,23008.2299590087
2,6,42007.0846816823,52069.092597543,14955.6181599551,12454.7072245165
2,7,18122.4342316169,15217.4050573728,14543.8708065013,14682.8154407274
2,8,32138.2207714813,31590.5918665592,29153.5011494545,15253.2606109179
2,9,21226.3721139476,18297.2583628556,17543.7834258968,17586.1184756157
3,10,54829.2189878021,54786.2989541583,45095.3550247429,42876.3889457669
3,11,13573.0095488759,13470.5831702529,13205.1762123323,12992.5577596956
3,12,15440.9358087231,15250.0635306043,14900.1601542335,14557.2984707377
3,1,18552.7170116741,18205.9306256482,17006.5503037035,16753.5987418067
3,2,15666.7448604393,15501.7927628795,14341.9877189424,14226.9979169593
3,3,12672.1774977703,12574.2521832663,12520.9463656258,12422.9793941219
3,4,89938.4012470543,89932.4445443186,25709.0310029693,32702.3202641909
3,5,73603.324949387,73647.5123862971,38502.2035192195,42218.9029100424
3,6,25110.4330334869,37771.2493204186,12515.6545014833,14719.034328046
3,7,24296.0846941276,18325.3636316383,14721.1526061652,14847.8545763221
3,8,35447.893013563,32769.1536232581,30971.9061181082,28356.2659825601
3,9,21233.1997449209,21294.9461129706,17551.0940130238,17637.7015093371
4,10,55710.9360685002,57844.0365591729,59646.1011626474,54544.3779402041
4,11,12393.3210046639,13361.6736372435,14098.7804492117,15054.2275501803
4,12,15716.4320667516,15667.827295171,15552.2740570367,15411.6674652615
4,1,15866.4552207657,15351.615146688,15136.7926005946,14541.0903380626
4,2,19630.4374558082,18942.6724850467,18567.9090579283,17950.0523184888
4,3,94288.1566876765,14952.6357448683,14467.8758486491,14247.7559209842
4,4,82347.4756987358,90317.2937018739,90157.2606284827,43775.0778118672
4,5,92890.4644385969,73877.5995449807,73862.8445281854,37075.5933457714
4,6,60559.6284154787,34217.980841945,34104.1148318429,15363.0606206722
4,7,21270.1942063449,20623.2333914191,28479.9526010034,15470.8073030511
4,8,34740.4864451512,36859.236752589,37509.737329815,15375.7609380943
4,9,24489.6839182512,21564.3340106004,21638.5839731459,18627.9215071436
5,10,54349.7696006853,54321.8176875944,57218.6501912653,46069.9346796766
5,11,14232.6073760269,14278.0072884047,14372.2758751157,14384.5503063775
5,12,15991.0628558163,15992.1020191404,15996.2433986206,15998.3090378937
5,1,16376.3234186942,16257.4161735906,16056.6014882836,15500.0854206869
5,2,14249.6905271186,14213.6826884387,14179.7090726663,13689.9099143902
5,3,24077.5541843128,11979.2233096697,11978.2842020338,12008.0805356129
5,4,92099.304173003,91911.7971130385,91629.9458695064,45129.6060117466
5,5,73553.9346840895,73585.5208845385,73577.6126221136,36794.804036812
5,6,30920.4038339254,24915.7502534245,24992.7716297269,15006.2992829302
5,7,27962.253880127,18171.5857874015,18218.6502701958,15298.8699174236
5,8,34358.8540687957,18221.0015971875,18289.043114968,15372.7903719544
5,9,21487.3382844256,21439.1965505948,21496.2493944999,18571.0430770314
6,10,42471.0346604919,42474.2775531277,42535.3260727939,42567.539024048
6,11,12134.5104002477,12120.6321518907,12099.7384117205,12085.5250649475
6,12,13313.6754170727,12491.1370248305,12370.2495305988,12254.3458174084
6,1,15656.6164109088,13940.2876468361,13788.3756362076,13630.3771645166
6,2,13722.6550131271,13683.9712459459,13627.9856092696,13578.1560064953
6,3,12823.3829505829,12714.4262348622,12493.5647147767,12293.7008020039
6,4,25357.1529855838,25359.1224988786,25362.0791181563,25347.882878982
6,5,22822.500379646,22862.5245249169,22942.5566702992,23020.7574403655
6,6,12258.8658975479,12292.8695239227,12391.874787688,12490.0131050632
6,7,14410.9861104697,14464.9766118108,14571.9833440846,14643.4422608897
6,8,14892.4382339245,14941.4587275799,15044.4982885,15135.434528067
6,9,17381.1820770488,17419.1871535291,17503.2075303015,17581.2932040947
7,10,54457.289507821,54513.3120815433,42771.5814863352,42878.7589195488
7,11,13030.2268157462,13055.2552578485,13033.6962872767,13098.9935889799
7,12,14025.6678602104,13932.7345573416,13747.8070772889,13577.3478405492
7,1,14369.589655291,14320.5888480071,13441.0608221801,13346.6749618961
7,2,18196.7031736315,18132.7226582074,17153.0038841789,17072.8575463603
7,3,13610.0098825271,13572.0163969228,13571.7160139773,13466.8480211531
7,4,90989.5786687441,90900.5893762667,25967.19112082,26046.8873557459
7,5,73767.7190060415,73773.6952486961,33046.6050609832,23029.0492905307
7,6,25124.6026661256,25166.5784260063,15021.0763484887,12443.8825880977
7,7,18173.6057488421,18221.5924779016,14647.077287667,14749.3268396595
7,8,18071.0359871386,18118.0257449228,25450.7646380714,15064.3928202016
7,9,20959.3559223757,20998.3498371528,17285.5839060153,17319.5092456962
8,10,45936.4548936589,45992.4419873396,42766.5131854052,42536.0088348325
8,11,12429.7922147729,12385.8272285017,12303.2948502289,12218.7118447838
8,12,13041.920019131,13006.9224678951,12932.6972415916,12876.4276508821
8,1,14486.1575986205,14486.1429325019,14098.2746862898,14098.8081894121
8,2,17066.3741893737,16932.4477287665,16292.7482962352,16091.62860779
8,3,11924.3287920697,11928.2532893587,11958.1212071274,11948.1608234626
8,4,44835.6814788081,44815.6855362027,26392.8991278651,26395.2410709324
8,5,36896.9323042056,36916.8991734672,23051.1737479669,23111.461376738
8,6,15235.847225664,15281.822170163,12566.9805666856,12659.8832666825
8,7,15181.681294137,15223.6694811425,14718.3993764307,14824.4054173708
8,8,15116.5660899982,15188.536620411,15070.4525675877,15170.4028637793
8,9,18077.9001616805,18144.8837790316,17394.3741353898,17470.4677774618
9,10,54327.7407630596,54374.7339072618,46092.2731983666,42627.0187609303
9,11,15088.0473491717,15076.0491785998,14977.3008720132,14953.2990338653
9,12,12551.1953116986,12487.2207406442,12375.7390233543,12287.687192153
9,1,15531.4738065398,15442.4918870558,14889.3398605915,14341.4446583132
9,2,17910.57318088,17737.6176806278,17033.7327234921,16357.5105833888
9,3,12322.536277001,12269.4711070195,12200.420835819,12187.2276008943
9,4,91686.9504116815,91530.773888611,45096.3683171961,26635.4428759824
9,5,73614.2211878371,73564.1475584614,36759.4315816322,22843.0697657655
9,6,25014.6431565772,25035.6120224327,15089.1971574821,12301.227913012
9,7,18189.559494635,18181.562120498,15264.0843328768,14711.4929377111
9,8,18104.0244040247,18099.015742608,15177.5082227089,15048.8041400544
9,9,21123.2778523861,21115.2716987041,18173.0355684882,17431.7253162784
10,10,54592.7473258199,54621.7131567139,42766.2647348305,42797.2631206782
10,11,13311.7806529772,13272.7889899437,13115.1396725214,13038.7904878817
10,12,13582.0299056415,13567.0164904434,13544.3730233023,13516.3659272768
10,1,14244.5131619341,14207.5185812125,13353.6972320876,13270.4695971426
10,2,15565.0649532758,15565.0432530669,14757.2313151818,14796.931068468
10,3,14982.9830604669,14894.0253849168,14822.1105234125,14764.253090725
10,4,90749.0620582816,90710.0331711167,25876.008847576,25927.2731625013
10,5,73606.4845902007,73638.440809761,22880.2202550651,23018.6132639233
10,6,25143.5122693036,25178.4887635474,12377.9857006647,12484.4150033639
10,7,18083.6149271899,18131.5917569409,14562.4219674742,14667.6785260405
10,8,18140.9211159205,18183.9055021217,15044.4450746122,15146.8434323933
10,9,21223.1876812665,21267.1699737349,17517.5066011229,17600.8152771978
11,10,46028.4862223219,42622.9949761879,42629.147243753,42659.4757769887
11,11,13409.1907626381,13401.8324129471,13393.1721089161,13393.5774375227
11,12,13277.1065247205,13229.1092084931,13118.6985427432,13000.7713889329
11,1,14505.2191687489,14056.3949489664,13922.1021941954,13765.9999566884
11,2,14612.6369427537,14148.688029621,14072.8489502338,13982.4650899805
11,3,12929.6322981665,12940.3399083888,12926.7863853864,12930.6690484014
11,4,44445.1397581494,26029.5677166581,25975.1452204802,25902.3496635609
11,5,36729.6297888253,22834.8760005394,22907.4640909646,22979.6703499808
11,6,15167.8023873083,12381.8589243404,12428.9994472675,12497.3028297043
11,7,15035.7112214437,14474.4627628645,14574.4704765633,14654.6790194044
11,8,15180.4559634157,15023.2815327485,15128.4020698478,15225.6823386475
11,9,18189.8371110949,17409.2124773693,17492.5347094742,17571.7376430223
12,10,46047.4095134468,42585.6709373561,42666.0828125618,42720.320719899
12,11,12083.3171240051,12082.2070824184,12084.8780244162,12085.1780362692
12,12,12861.7781071654,12794.4145464088,12658.5045479597,12538.5799107579
12,1,16295.8945456498,15780.8431744895,15513.9051374111,15244.0136785427
12,2,15263.2081211761,14821.9996630212,14759.8242742472,14636.6448382627
12,3,22343.5116427212,13156.4542222732,13086.7345193131,13027.6233376429
12,4,48052.7199125815,29878.610571469,25847.2051660539,25853.2187897232
12,5,51468.3707470266,47753.9401338022,22863.4154094145,22887.5132186693
12,6,66804.854781032,26186.2074110059,12363.1283380374,12440.2646287932
12,7,15288.1070668017,14531.0055188914,14589.5294918841,14679.6908535349
12,8,31384.8800788103,28792.2953034519,14926.6264607982,15028.7841585315
12,9,18058.4990235792,17362.0799069144,17358.5621421993,17433.6645594576
13,10,42424.7511070745,50896.2478193623,42481.1773553627,42544.3102113271
13,11,13240.1049290643,17287.9336959446,13243.3107355108,13231.4944474135
13,12,12036.2390747398,22831.7017393116,12033.2468372638,12033.2534093397
