"WaterYear","Month","T0","T1","T3","T5"
1,10,40119.2861849958,9955.54257140487,9984.25443846185,10031.0156495765
1,11,9287.98748226326,9270.8805141418,9272.74297369005,9276.9583036318
1,12,9150.02331308571,9143.62384484211,9142.46531941277,9142.59107603749
1,1,9137.66230428038,9136.90022017823,18096.475077158,9137.02120599403
1,2,210606.929882379,191110.003014981,257780.819477739,143721.403273496
1,3,235615.119781836,236728.517998584,235721.751601039,348147.008621919
1,4,139002.084716446,128210.383456405,120974.132448416,94523.3045579602
1,5,64395.2202215888,64353.423864666,42235.4946716523,29518.3523889909
1,6,71172.5509427084,57923.8151072244,8405.14920756271,8461.43561139353
1,7,18136.7063744732,17712.0720825842,8496.74987402569,8583.85943540561
1,8,17403.5571207249,17429.6743523499,8469.58731886031,8564.4771203765
1,9,16938.6865095161,16971.6033481229,7985.31039195805,8036.49527391866
2,10,24858.3644285845,24884.0686739942,13954.0793530038,10072.147446778
2,11,18335.6948141077,18335.6188183123,10797.0796304854,9282.70929620474
2,12,18198.3113693657,18196.64960601,10650.1017218937,9139.5879907605
2,1,18194.735860956,18192.8505818242,10647.1715707907,9137.04306775576
2,2,18445.6029611486,18453.022343035,10923.9581760985,9431.26337525172
2,3,105027.96760311,103945.767820409,139265.84736311,40804.698748875
2,4,130643.270263558,128834.996689514,121737.475254805,207846.738557379
2,5,42040.8565740849,42057.3195159269,29342.5881794887,29430.4039146978
2,6,8263.6790578808,8288.74946799092,8313.33561368271,8401.87114764977
2,7,8325.31167579203,8305.63789230989,8369.43856434684,8474.9074115195
2,8,8325.27899608335,8339.33675229438,8425.2260811738,8528.472804864
2,9,7941.50901729119,7966.77868131009,8038.22213394137,8108.82400110156
3,10,13240.8752370275,13255.841683881,9391.80796169018,9416.37724713291
3,11,109908.058275023,112406.548069785,9180.40913682712,9183.86500340782
3,12,84294.9071293658,100160.096840108,153098.117253754,9131.98671594723
3,1,239287.496390314,272377.884658082,282912.855267193,223426.613888028
3,2,241757.056356527,243839.06513976,416520.043040453,541589.751764082
3,3,211339.977679785,247586.464607955,363893.221992849,320150.935760883
3,4,120915.00633956,83012.3977394215,38771.764609936,21218.7197932789
3,5,68436.4816211877,41742.9824009143,29008.3668664876,20722.3876748536
3,6,17943.805491712,8320.67016282529,8365.42455724535,8430.39469853251
3,7,42204.1742033392,8456.84367930454,8523.47597010252,8601.195153901
3,8,17374.0757270751,8348.3919109566,8431.04000398192,8508.50360808818
3,9,16947.7181215943,7929.66913488404,8000.9628350837,8044.00026041401
4,10,24929.7490167238,13971.4825281628,10097.0145559996,8689.69375980775
4,11,18332.9908465598,10790.3326405048,9275.32578343839,9250.30567319272
4,12,18195.4264339564,10646.2255153131,9133.23901543371,9130.52989849533
4,1,18186.8838353873,10639.5353705537,9125.79303987321,9123.09761864392
4,2,260284.363763593,244659.63838336,9118.95923748673,148968.971513798
4,3,284858.186099315,295133.908940802,241339.082931513,348618.4637451
4,4,218576.370559702,214027.78298557,190917.541558959,151804.552335386
4,5,167266.580523852,138130.969415367,128216.214848091,42078.4820014557
4,6,116823.378395028,87576.4560478516,97339.1730828693,8488.68017669496
4,7,136332.763161339,139844.844016622,18576.2496801526,8628.92763327185
4,8,18206.0350216387,18011.6222036833,17508.1339312796,8509.10598684613
4,9,17169.6192862141,17200.7804217438,17247.200374605,8254.85324808357
5,10,24830.673543547,24855.4553227263,24876.2057061611,13918.8508445578
5,11,18318.6715188553,18317.4848157207,18315.3528605387,10772.4682471864
5,12,22091.8333184471,19613.5441962547,93697.5678195694,34823.212006927
5,1,146364.180102039,176601.003965289,238530.926227175,297542.12562466
5,2,156975.199163708,163742.370891649,148148.517661473,138134.632477797
5,3,122948.030557786,125666.990396076,105316.521638662,101860.124807299
5,4,238581.121021737,235717.920510035,276678.07623804,395690.561229715
5,5,124177.634217012,84759.4100938486,42135.2426840639,30531.3159524553
5,6,73348.1936187312,33776.9430384835,8201.42790507305,8249.90126385258
5,7,63481.3070392531,36981.8883655873,8394.32689071586,8425.64169335728
5,8,17775.06589995,17465.1338249399,8403.65132891441,8467.66040590488
5,9,61287.8081617456,20836.8257346089,7988.03355806493,8066.76865849649
6,10,90992.8250103065,92080.6917750957,13891.5730352255,13459.733763875
6,11,18380.317597688,18373.2957673475,10782.2654253171,11076.6194805175
6,12,18214.0514715592,18209.6455064383,10644.9846721216,10943.1836609138
6,1,18192.6222134101,18189.8779973676,10636.6169107165,10935.7930998848
6,2,18526.7712776671,57954.0258506898,30335.8711680773,11313.6885262427
6,3,46876.3546397192,45225.0131354503,57842.1284324258,11580.8653792866
6,4,20566.9907946171,16025.6727954688,26688.1219977842,15728.5695734317
6,5,20960.2366984508,16557.0845935174,16618.0487300029,16654.9377653027
6,6,8250.09620204884,8263.52422377237,8324.41271484551,8362.42605063559
6,7,8294.73155630052,8307.8465664369,8369.1595100514,8409.57439007671
6,8,8272.88028318782,8305.67043252564,8371.75089944817,8420.02705397658
6,9,7933.66052442971,7957.63653649514,8011.66287918282,8043.00485923407
7,10,8113.37402161829,8188.80987762033,8254.99148028324,8284.61356777315
7,11,9207.55088266306,9206.85466533373,9207.40774555948,9179.75886298348
7,12,9130.89641195039,9129.21758677977,9126.45811687094,9116.73279615915
7,1,9123.05621405709,9121.42967897122,9118.68220851907,9109.59321599438
7,2,9230.19853628336,9229.55640171974,39453.0384587748,85214.6479786995
7,3,114551.65305697,172301.649631821,268976.402009122,237015.008425044
7,4,270778.090340366,278599.552513712,279659.753758726,271540.271903869
7,5,118308.767815561,70122.4933382085,28991.7533778772,26827.0098953389
7,6,76454.4764400304,28926.2601607561,8340.01682901961,8400.13832087632
7,7,22767.4589791083,8723.64029857136,8453.08884938301,8539.45107350639
7,8,8288.06337498606,8307.36683778964,8351.53309788397,8423.57112738673
7,9,7802.86759854138,7829.11057018847,7880.11838730004,7926.36932450623
8,10,21967.3784219379,13872.4093307863,9988.78799360778,10020.3235733688
8,11,10781.0122980992,10775.2796617762,9256.29767067203,9257.02862003852
8,12,10641.4424168094,10637.95753279,9123.75086683821,9121.32896141698
8,1,10633.6788167786,10631.6311958511,9116.61490328977,9114.4885108799
8,2,201328.467385914,176807.764380308,56360.8951060837,9261.76763070764
8,3,112475.483220207,126709.810027668,150083.999330344,9876.32836874736
8,4,222428.717676816,279443.46501138,309149.999698276,232332.658946737
8,5,31917.8584032633,29848.8969975047,27238.3736125867,21093.9979544475
8,6,8372.43646404372,8391.62531310223,8452.62457754622,8496.70048819042
8,7,8387.90821351774,8412.80394701558,8497.51346592316,8555.63277527334
8,8,8311.96248053794,8341.46156738479,8414.13269696805,8475.37460442728
8,9,7885.25108265586,7908.57287987368,7952.34257535542,8000.46636969321
9,10,13449.9784039218,10015.9462883758,10048.6276925156,8647.61162893375
9,11,11060.5147617707,9251.93354513158,9251.83248928677,9234.42570421226
9,12,10938.6793099536,9125.79548789027,9123.64833326503,9120.48225399338
9,1,10931.0928488444,9118.50037085978,9119.55217280729,9114.85370694035
9,2,138288.801975552,95112.2569035417,125412.831994617,139644.839701701
9,3,210034.396516759,201479.463743481,272541.367835461,278423.258830684
9,4,260429.657404017,253315.983388412,312252.926268939,331681.734471071
9,5,74407.6238413695,64375.3988453016,42051.1798118204,29335.4742464899
9,6,99922.7341608161,35207.1659557059,8290.00833051222,8284.41053548508
9,7,18195.5445216181,17642.5969067967,8441.40346739149,8454.54741365079
9,8,17325.4135971401,17331.887543982,8334.0553662225,8382.93899262865
9,9,16902.5982314504,16928.6517217691,7920.22468706611,7972.52196126895
10,10,24564.0531582339,24564.3927494667,13602.4988481317,9705.84871492165
10,11,18290.4500241937,18288.8615487948,10743.4022576955,9221.83857134243
10,12,18184.0831604515,18181.8677439348,10631.3713580807,9118.09236430303
10,1,18176.8479581864,30003.4621349173,10628.9074554778,9120.73902066491
10,2,150751.490519641,169095.311086595,10833.2413381565,9322.41818492594
10,3,244252.910921329,230994.092073608,210641.474001102,196480.489550946
10,4,300368.404171957,403224.170990401,528049.82035662,510546.326286153
10,5,42529.3569050025,42341.3145032252,29425.8158566657,29475.8936727657
10,6,44534.8570033942,8338.61185462182,8363.57482214636,8427.84603285679
10,7,8461.15194060224,8358.84271484553,8377.93683057618,8464.64473730448
10,8,8308.23903430951,8331.54278685354,8383.81182171685,8458.94283756674
10,9,7965.90130384584,7987.14254956282,8042.26163475631,8092.95065173185
11,10,13929.859808165,13954.9909740637,10069.5700121485,10101.7521859326
11,11,10770.9592575005,10770.3389660022,9251.19346991609,9251.6950618749
11,12,10638.8320360165,10637.2640012873,9122.66383094116,9120.85184147058
11,1,10632.0277077513,10630.5623105019,9114.98837699985,9113.38919555853
11,2,10858.4281004637,10861.8241145614,9359.85991753198,9374.74889075309
11,3,45753.9902067377,11238.5298484536,9743.86635779406,9766.39629755632
11,4,79010.3475156317,28578.5199481346,19990.5687768555,20014.8279290645
11,5,29212.3912609497,29199.8905903855,20914.1597021827,20966.79218555
11,6,7920.60144238192,7925.30151137035,7952.81923360853,7985.72201913078
11,7,8262.57470142003,8293.8436950878,8349.82089692632,8405.65903448377
11,8,8336.65145602511,8361.31659204852,8431.09527695456,8496.20426508447
11,9,7933.20788247891,7958.86909584086,8014.13373493039,8063.63447004066
12,10,10008.8394105417,10034.5776491063,8633.60480510927,8664.02331252209
12,11,9264.15597927637,9265.32803853671,9247.31679069692,9237.16445509261
12,12,9128.0488822859,9126.31831287748,9121.05025642733,9117.29964522394
12,1,9116.51337204101,9114.88011487468,9110.96984642761,9107.17668688544
12,2,9316.27997314992,9325.5827361899,9341.59129841978,9367.09403431361
12,3,110738.167858142,61142.1541156743,9331.50395733375,9367.22116731743
12,4,104301.338674116,99154.7351222345,98433.4314392598,74953.5474090347
12,5,29037.35875186,29036.9042841243,26890.168049026,30043.4577598114
12,6,8238.46763732176,8267.27488758239,8328.64047238722,8384.28190527231
12,7,8303.01209110123,8326.23584203765,8414.41477913532,8479.67583582729
12,8,8210.98266159252,8250.99435980468,8329.06078354323,8398.95712201641
12,9,7833.45824034562,7873.82845926182,7925.20382565228,7983.86611957569
13,10,9918.48733608022,9935.37571777977,9975.42868117745,8582.35711953262
13,11,9236.11872347398,9236.59705021333,9238.90837577582,9231.94506911437
13,12,9138.98045150246,9136.6582512292,9134.60623350401,9131.04597832089
13,1,9114.27811735407,9111.99102520951,9110.20915963097,9108.04155044404
13,2,46634.754931408,20737.2302990724,9357.82832952144,9374.33923764731
13,3,85805.9316150937,117526.804440088,9856.55038333487,9890.78909267489
13,4,57247.511801784,65035.7973624989,15635.8736101446,15676.0883364467
13,5,20833.216623239,16451.7256802677,16439.6206863031,16481.1957638441
13,6,8164.84576044234,8227.92218103486,8246.39065951519,8305.54060823953
13,7,8450.81216285776,8503.18692359573,8566.98698821251,8645.63568980883
13,8,8373.99861758176,8438.48239140713,8514.30427270759,8594.51028443827
13,9,7895.1776908543,7943.46527297107,7973.52894966842,8022.55814936062
14,10,8566.34738287042,8585.40463724421,8600.55924965271,8631.18161280013
14,11,9228.08233931346,9229.89963678592,9221.615078702,9208.49504016738
14,12,9120.15006295638,9118.90169078045,9114.51436819068,9110.82717271919
14,1,9113.05619455949,9111.83443353633,9107.46990902528,9103.64176173051
14,2,79754.6809926258,68679.9667187165,45271.3582984471,331888.085490876
14,3,195753.711282871,188924.584660761,225456.374482017,265566.524092283
14,4,166201.703328317,140165.888319317,164212.194925656,88690.2849174347
14,5,88660.1572619659,64155.7459998077,41898.8117419671,29141.9979532221
14,6,82606.5026374053,100055.327475318,8412.53669957842,8446.6371465662
14,7,47969.0181626579,18519.0492652486,8482.04411552829,8550.57660178071
14,8,17393.5581813242,17428.2441891846,8442.70157317918,8534.64096426865
14,9,17052.9007343072,17107.2934164695,8137.38684739161,8187.28663705139
15,10,24933.3261735893,24956.4115042699,14024.333319072,10136.4357943865
15,11,18326.3074801686,18326.4767076392,10784.9722963708,9263.33419572822
15,12,18182.042450864,18180.5742047722,10631.133472968,9117.1604404791
15,1,18172.094102669,18170.8213797341,10622.2196475745,9107.62722815346
15,2,18318.5026132747,18344.1472793463,10828.6026126824,9334.12343548942
15,3,18650.5769723853,18665.1426970513,11141.0730750985,9713.72034016754
15,4,33832.1320800993,28815.0323236199,26578.1106927061,15662.7079002279
15,5,30118.4753488151,28892.2956235213,26772.9110955382,16253.992819853
15,6,8153.36175837567,8182.73025734211,8264.39467236057,8325.19509849097
15,7,8396.63711198986,8429.33584859002,8547.9158553366,8627.98892220149
15,8,8344.42993864697,8399.99124535808,8506.99301464856,8589.08601013822
15,9,7884.5524099988,7939.04608197362,8008.23439127365,8026.92027346861
16,10,13457.3863538414,10041.341605732,10088.6852852258,8666.56985284165
16,11,11070.793368303,9261.42449008073,9260.23796378462,9214.36611898831
16,12,10930.5302417256,9118.47856395954,9115.54176607111,9107.04746292544
16,1,10923.8751074904,9112.04984668661,9109.21043224082,9099.60613426029
16,2,10983.969716229,9173.0273427462,9197.87270023836,9204.53015953231
16,3,11715.3891772287,9922.17503825519,9944.76634039368,9970.02295209863
16,4,90234.9146368491,24262.6233097066,15728.7014121936,15790.2407596835
16,5,16472.1299846173,16457.6286578362,16538.14411046,16621.2552317879
16,6,8126.3970583436,8127.1139473672,8197.84277843625,8274.14199131243
16,7,8319.13126225478,8344.9932671217,8440.08356172106,8527.56714510388
16,8,8315.81531453604,8359.5008035747,8466.28706970383,8529.25140980227
16,9,7926.5180093348,7979.99224205725,8074.99685085166,8044.2893195838
17,10,8498.38835968966,8524.7812248814,8581.97759001286,8561.02784179197
17,11,9220.3174062611,9212.73889065599,9207.49760082525,9170.15534075919
17,12,9116.6670526441,9114.41612338129,9111.33501493356,9098.03033329991
17,1,9109.56580593554,9107.36189350043,9104.35523004474,9092.57084018883
17,2,9234.6781197709,9246.36730327183,9270.84859811712,9301.70638775515
17,3,28545.6691439164,9159.90817421238,9156.5964965935,9165.34720786455
17,4,420520.343449078,404058.007000728,439885.725932691,429279.003358589
17,5,101169.216154798,118653.938933718,124120.610419405,125830.711351923
17,6,166066.405864776,106765.582573853,17605.1598054418,8643.87513989838
17,7,19381.2732658458,17963.1414669405,17547.6682597918,8617.88271893677
17,8,17413.1066133357,17473.8554770094,17573.7390317297,8622.74229039361
17,9,17010.5098461267,17058.9222857292,17118.5861699511,8159.57035198
18,10,24667.1984926118,24695.3680219636,24718.4379326702,13757.0309047549
18,11,18282.9503328228,18278.469029944,18278.5282001264,10732.7201758015
18,12,18176.829492895,18173.7527214338,18170.4095035156,10617.3090238683
18,1,18169.4870229348,18166.4270203527,18163.4991977939,10612.3613928549
18,2,330622.344087662,326664.255897505,307645.946727691,359116.6695343
18,3,361973.166360088,425298.76138359,541955.57345323,542048.810116882
18,4,227373.855047878,244465.382074233,303154.328197651,255966.206680408
18,5,112294.942106016,64272.6707072099,64238.5351195196,42122.4329262889
18,6,96320.9876020295,17347.351282899,17419.5944669051,8431.44173790503
18,7,18186.8817035729,17484.6754204257,17618.5664534478,8655.17976941943
18,8,17454.2184195582,17505.4083670507,17612.7585819981,8663.58970176619
18,9,17009.7485837468,17080.7286075302,17185.3954822124,8185.92810228999
