Deployment,Period,Site,ID,FL_cm,Weight_g,Cage,K,CageRep
Fall,Post,SM,SM_110619_139,5.6,0.94,C,0.535,Fall_SM_C
Fall,Post,SM,SM_110619_140,5.8,1.06,C,0.543,Fall_SM_C
Fall,Post,SM,SM_110619_141,5.5,0.83,C,0.499,Fall_SM_C
Fall,Post,SM,SM_110619_142,4.1,0.27,C,0.392,Fall_SM_C
Fall,Post,SM,SM_110619_143,5.9,1.3,C,0.633,Fall_SM_C
Fall,Post,SM,SM_110619_144,5.2,0.8,C,0.569,Fall_SM_C
Fall,Post,SM,SM_110619_145,4.9,0.54,C,0.459,Fall_SM_C
Fall,Post,SM,SM_110619_146,6.8,1.97,C,0.627,Fall_SM_C
Fall,Post,SM,SM_110619_147,5.5,0.83,C,0.499,Fall_SM_C
Fall,Post,SM,SM_110619_148,6.3,1.56,C,0.624,Fall_SM_C
Fall,Post,SM,SM_110619_149,6,1.13,C,0.523,Fall_SM_C
Fall,Post,SM,SM_110619_150,8,3.32,C,0.648,Fall_SM_C
Fall,Post,SM,SM_110619_151,7.1,2.09,C,0.584,Fall_SM_C
Fall,Post,SM,SM_110619_152,5.6,1.2,A,0.683,Fall_SM_A
Fall,Post,SM,SM_110619_153,4.4,0.7,B,0.822,Fall_SM_B
Fall,Post,SM,SM_110619_154,6,1.2,B,0.556,Fall_SM_B
Fall,Post,SM,SM_110619_155,4.9,0.8,B,0.68,Fall_SM_B
Fall,Post,SM,SM_110619_156,5.9,1.2,B,0.584,Fall_SM_B
Fall,Post,SM,SM_110619_157,5.8,1.7,C,0.871,Fall_SM_C
Fall,Post,SM,SM_110619_158,5.3,1.4,B,0.94,Fall_SM_B
Fall,Post,SM,SM_110619_159,6,1.2,B,0.556,Fall_SM_B
Fall,Post,SM,SM_110619_160,6.4,1.4,C,0.534,Fall_SM_C
Fall,Post,SM,SM_110619_161,6.2,1.3,A,0.545,Fall_SM_A
Fall,Post,SM,SM_110619_162,7.4,2.9,C,0.716,Fall_SM_C
Fall,Post,SM,SM_110619_163,5.6,1.2,B,0.683,Fall_SM_B
Fall,Post,SM,SM_110619_164,5.7,1.1,B,0.594,Fall_SM_B
Fall,Post,SM,SM_110619_165,5.5,1.3,A,0.781,Fall_SM_A
Fall,Post,SM,SM_110619_166,5.9,1,A,0.487,Fall_SM_A
Fall,Post,Yolo,YB_110719_1,6.5,1.57,A,0.572,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_2,5.3,0.83,A,0.558,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_3,6,1.17,A,0.542,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_4,5,0.59,A,0.472,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_5,5.7,1.02,A,0.551,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_6,5.9,1.09,A,0.531,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_7,6,1.03,A,0.477,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_8,6.5,1.41,A,0.513,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_9,5.7,1.04,A,0.562,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_10,6,1.21,A,0.56,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_11,5.2,0.85,A,0.605,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_12,6.4,1.68,A,0.641,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_13,5.3,1.8,A,1.209,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_14,5.1,0.62,A,0.467,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_15,7.1,2.25,A,0.629,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_16,5.9,1.31,B,0.638,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_17,6.3,1.61,B,0.644,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_18,5.7,1.1,B,0.594,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_19,5.6,0.98,B,0.558,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_20,6.1,1.52,B,0.67,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_21,6.2,1.42,B,0.596,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_22,5.3,0.72,B,0.484,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_23,6,1.17,B,0.542,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_24,6.5,1.74,B,0.634,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_25,6,1.21,B,0.56,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_26,5.7,1.08,B,0.583,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_27,6.4,1.45,B,0.553,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_28,6.1,1.29,B,0.568,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_29,6.6,1.79,B,0.623,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_30,6.4,1.54,B,0.587,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_31,6.4,1.63,C,0.622,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_32,5.3,0.81,C,0.544,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_33,5.9,1.08,C,0.526,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_34,5.7,1.12,C,0.605,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_35,5.3,0.86,C,0.578,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_36,6.1,1.37,C,0.604,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_37,5.6,1.96,C,1.116,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_38,6.5,1.83,C,0.666,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_39,5.8,1.2,C,0.615,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_40,5.9,1.21,C,0.589,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_41,5.8,1.05,C,0.538,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_42,6.7,1.63,C,0.542,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_43,6.2,1.27,C,0.533,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_44,6.6,1.85,C,0.643,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_45,6.2,1.33,C,0.558,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_46,5.8,1.27,A,0.651,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_47,5.9,1.49,A,0.725,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_48,5.4,0.84,A,0.533,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_49,6.3,1.33,A,0.532,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_50,6,1.19,A,0.551,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_51,6.3,1.26,A,0.504,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_52,6.6,1.68,A,0.584,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_53,6.1,1.23,A,0.542,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_54,6,1.25,A,0.579,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_55,6.4,1.54,A,0.587,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_56,5.9,1.24,A,0.604,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_57,6.1,1.14,A,0.502,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_58,6.1,1.4,A,0.617,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_59,5.5,0.9,A,0.541,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_60,6.6,1.51,A,0.525,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_61,6,1.4,A,0.648,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_62,6.5,1.61,A,0.586,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_63,5.4,0.94,A,0.597,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_64,4.7,0.51,A,0.491,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_65,6.2,1.33,A,0.558,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_66,5,0.55,A,0.44,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_67,4.4,1.23,A,1.444,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_68,6.3,1.61,A,0.644,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_69,6.4,1.79,A,0.683,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_70,6.5,1.6,A,0.583,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_71,5.5,0.87,A,0.523,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_72,6,1.15,A,0.532,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_73,6.3,1.65,A,0.66,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_74,6.5,1.79,A,0.652,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_75,5.4,0.86,A,0.546,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_76,5.3,0.89,A,0.598,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_77,4.7,0.53,A,0.51,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_78,6,1.2,A,0.556,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_79,6.3,1.68,A,0.672,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_80,6,1.51,A,0.699,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_81,5.8,1.2,A,0.615,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_82,5.6,0.82,A,0.467,Fall_Yolo_A
Fall,Post,Yolo,YB_110719_83,6.1,1.25,B,0.551,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_84,6,1.3,B,0.602,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_85,5.2,0.78,B,0.555,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_86,5.9,1.21,B,0.589,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_87,5.1,0.77,B,0.58,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_88,6.6,1.47,B,0.511,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_89,4.6,0.54,B,0.555,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_90,5.6,0.95,B,0.541,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_91,5.8,1.04,B,0.533,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_92,6.5,1.41,B,0.513,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_93,6.7,1.58,B,0.525,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_94,5.1,0.85,B,0.641,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_95,5.4,0.86,B,0.546,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_96,5.3,0.83,B,0.558,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_97,6.1,1.37,B,0.604,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_98,6.3,1.57,B,0.628,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_99,5.8,1.2,B,0.615,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_100,6.3,1.51,B,0.604,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_101,5,0.61,B,0.488,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_102,6,1.21,B,0.56,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_103,6.1,1.5,B,0.661,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_104,6,1.27,B,0.588,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_105,5.8,1.18,B,0.605,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_106,5.8,1.2,B,0.615,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_107,6.3,1.63,B,0.652,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_108,6.2,1.37,B,0.575,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_109,5.6,0.99,B,0.564,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_110,5.6,0.96,B,0.547,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_111,6,1.06,B,0.491,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_112,6.5,1.79,B,0.652,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_113,5.4,0.78,B,0.495,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_114,6,1.24,B,0.574,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_115,6,1.4,B,0.648,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_116,6.4,1.57,B,0.599,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_117,5.9,1.19,B,0.579,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_118,5,0.62,B,0.496,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_119,5.3,0.89,B,0.598,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_120,6.2,1.52,B,0.638,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_121,5.2,0.8,B,0.569,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_122,5.6,0.98,B,0.558,Fall_Yolo_B
Fall,Post,Yolo,YB_110719_123,7.5,2.74,C,0.649,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_124,5.6,0.89,C,0.507,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_125,5.3,0.87,C,0.584,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_126,5.8,1.21,C,0.62,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_127,5.9,1.12,C,0.545,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_128,5.6,0.92,C,0.524,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_129,5.9,1.9,C,0.925,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_130,5.4,0.98,C,0.622,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_131,6.9,2.29,C,0.697,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_132,5.5,0.83,C,0.499,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_133,5.9,1.07,C,0.521,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_134,6,1.22,C,0.565,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_135,6.5,1.73,C,0.63,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_136,5.4,0.9,C,0.572,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_137,6.5,1.91,C,0.695,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_138,6.5,1.83,C,0.666,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_139,5.9,1.21,C,0.589,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_140,6.2,1.43,C,0.6,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_141,6,1.3,C,0.602,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_142,6,1.25,C,0.579,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_143,4.9,0.55,C,0.467,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_144,5.8,1.16,C,0.595,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_145,6.5,1.72,C,0.626,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_146,5.8,1.1,C,0.564,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_147,5.8,1.04,C,0.533,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_148,6,1.23,C,0.569,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_149,5.8,1.2,C,0.615,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_150,6.1,1.39,C,0.612,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_151,7.1,1.29,C,0.36,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_152,7,2.05,C,0.598,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_153,6.2,1.37,C,0.575,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_154,6,1.23,C,0.569,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_155,6,1.24,C,0.574,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_156,5.9,1.13,C,0.55,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_157,4.8,0.55,C,0.497,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_158,6.2,1.63,C,0.684,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_159,5.6,1.03,C,0.587,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_160,5.4,0.97,C,0.616,Fall_Yolo_C
Fall,Post,Yolo,YB_110719_161,5.7,1.19,C,0.643,Fall_Yolo_C
